unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
188.0,The Persistence of Memory,0.7868951693194484,"This painting makes me feel lonely and oddly calm. I would imagine this is where I go after I die. To a place where time loses its meaning and you're just alone with the universe, listening to its ebbs and flows. ",0.9213874634329337,1.2189933601853182,1.046475683858284,0.41467981886666927,-0.32726842186532884,-1.0396089481843784,-0.07962820494384179,Living room,"Family members,By yourself","Summer,Fall","White, unseasoned, rice that is cooked to perfection. You would have the rice with a japanese whisky so you can enjoy the after taste of the whisky and calm it down with the rice.","I would listen to this sound track on long road trips. It would be calm, solmn, with steady techno beats in the background while the synth leads the main melody of the song with a continuous rhythm. ",0,0,0,1,0,1,0,1,0,0,1,0,1,0
188.0,The Starry Night,1.2593275411435074,This painting makes me excited about life. It makes me want to explore places where I never went to before. It makes me want to deeply fall in love with someone and take awesome adventures together. ,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07961005713629761,Bedroom,"Family members,By yourself","Fall,Winter",durian,"This sound track would be played by an orchestra, with violin as the main lead for the melody. The sound track would sound pensive and hopeful. The melody would sound smooth and beautiful, with natural rises and falls in volume mimicking the ebbs and flows of nature.",0,1,0,0,0,1,0,1,0,0,1,0,0,1
188.0,The Water Lily Pond,-0.15796957432866957,"This painting makes me joyful and happy. It fills me with hope and makes me look forward to the day. Actually, it just made my day.",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07961931622177934,"Office,Dining room","Friends,Family members,Coworkers/Classmates,Strangers","Spring,Summer",Pear,It would be a giddy and energetic soundtrack filled with blissful melodies and quirky percussions. The melody would be upliting and tempo would be medium to fast.,0,0,1,0,1,0,1,1,1,1,0,1,1,0
189.0,The Persistence of Memory,0.7868951693194484,"This painting makes me feel intrigued and curious. It makes me really think about its contents and what the message is. When looking at the painting, I want to understand what the artist was thinking. It is very unique and not indicative of the real world, making me think even harder about what message is supposed to be conveyed.",0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.112048637060993,2.0510396402823496,1.20246614393,-0.07962801976213216,"Office,Living room,Dining room","Strangers,By yourself",Summer,Ice cream,"I imagine the soundtrack would be either an entirely slow song, or a song that gets slower and slower. It would be soft and depressing too.",0,0,1,1,1,1,0,0,0,1,0,0,1,0
189.0,The Starry Night,-0.6304019461527285,"It makes me feel nice, it is a pretty sight to look at. It makes me imagine real life since it is shares some resemblance to it and elevates the view in a unique way. It is really cool and pretty.",0.201654066502202,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,0.4655009321838974,-0.29225058414625227,-0.07962783458042252,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Fall,Winter",Blueberry frozen yoghurt,"The soundtrack would be dark and mysterious, but not in a scary way, in a cool way. It would have lots of sharps and black keys that seem aggressive to keep the song interesting. But it would be a nice song to listen to on a cold winter day.",0,1,1,1,1,1,1,1,1,0,1,0,0,1
189.0,The Water Lily Pond,0.7868951693194484,It makes me feel very happy and light. It reminds me of sunshine and nature in a beautiful way. It is also very calming to look at.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962764939871289,"Bedroom,Bathroom,Living room","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer",Strawberry,"The soundtrack would be in a major or augmented key, invoking extremely joyous emotions. It would be bright, very upbeat, and really enjoyable to listen to. It would be a great song to listen to on a summer walk in nature, making you want to skip. The music would make people smile and feel warm.",1,1,0,1,0,1,1,1,1,0,0,1,1,0
190.0,The Persistence of Memory,-0.15796957432866957,The warped clocks seem to convey that memory lasts through time. It makes me feel nostalgic in some ways.,0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.112048637060993,0.06911625515928428,-1.0396089481843784,-0.07962116803887569,Office,"Friends,By yourself","Spring,Fall","Something warm and bright, like tomato soup",Slow calm serenade,0,0,0,0,1,1,0,0,1,0,1,1,0,0
190.0,The Starry Night,-1.1028343179767874,Calm and peaceful as if I'm actually looking at a starry night.,1.6411208603636653,-0.3213918463765434,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07961561258758665,Living room,"Coworkers/Classmates,Strangers",Fall,Filet mignon steak,Soft and slow violin. Maybe a piano.,0,0,0,1,0,0,1,0,0,1,1,0,0,0
190.0,The Water Lily Pond,-1.5752666898008465,It's very vibrant so it feels happier than some of the other paintings but also louder.,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962487167306836,Bathroom,Friends,"Spring,Summer",A salad.,Something like the Lord of the Rings soundtrack for the Hobbits (very joyful upbeat instrumental).,1,0,0,0,0,0,0,0,1,0,0,1,1,0
191.0,The Persistence of Memory,0.7868951693194484,"I feel bad. The island was deserted and uninhabited; the clocks were bent and folded, as if evaporating and flowing away—a desolate and forlorn scene, as if isolated from the world and forgotten on the island.",0.9213874634329337,-1.861777052938405,-1.3692990312870437,1.112048637060993,0.8618856092085105,0.8287869619109369,-0.07962848271640624,Bathroom,"Friends,Coworkers/Classmates",Winter,"It will be spaghetti. Especially the kind where the noodles are stiff, the meat sauce is not fresh, and it looks unappetizing.","The music is very sad and slow, conveying a sense of sorrow and desolation.",1,0,0,0,0,0,1,0,1,0,0,0,0,1
191.0,The Starry Night,-1.1028343179767874,"I feel not bad. In the quiet night, the sky doesn't seem static, but rather slowly moving; this view made me appreciate the beauty of the night sky.Very soothing and stress-relieving",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,0.4655009321838974,-0.29225058414625227,-0.07962672349016471,"Bedroom,Bathroom","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer,Fall","Steak. The food isn't particularly brightly colored,visually striking, or eye-catching, but the taste is surprisingly delightful and enjoyable.","The music is very soothing and relaxing, like a lullaby, which can help you drift off to sleep comfortably.",1,1,0,0,0,1,1,1,1,0,1,1,1,0
191.0,The Water Lily Pond,-0.15796957432866957,I felt relaxed and happy; the bright scenery made me feel joyful and energetic.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,0.06911625515928428,0.08142859787281082,-0.07962764939871289,"Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates",Spring,"Cake. Those cakes that look appealing make you want to eat them and bring you joy. It tastes good too, sweet and very flavorful.","The upbeat song, with its fast and energetic rhythm, is very relaxing and can invigorate people, creating an overall pleasant and relaxed atmosphere.",0,0,1,1,1,0,1,1,1,0,0,1,0,0
192.0,The Persistence of Memory,-0.6304019461527285,"Confusion and vague foreboding, like something bad happened here",0.9213874634329337,-1.861777052938405,-2.17455726966882,1.8094174552553168,0.8618856092085105,1.9498245079681262,-0.07962783458042252,"Office,Dining room",By yourself,Fall,Salmon,"Discordant, high-pitched violins punctuated by silence",0,0,1,0,1,1,0,0,0,0,1,0,0,0
192.0,The Starry Night,-0.15796957432866957,Awed and contented,-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.4655009321838974,0.08142859787281082,-0.07962746421700326,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,Potato leek soup,Like a calmer version of Smetana's The Moldau,0,1,1,1,1,1,1,1,1,1,0,0,0,1
192.0,The Water Lily Pond,0.3144627974953894,Peaceful and a bit sleepy,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,1.2582702862331236,1.20246614393,-0.07962746421700326,"Bedroom,Bathroom","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Chamomile tea,Lo-fi piano with some nature sounds,1,1,0,0,0,1,1,1,1,1,0,0,1,0
193.0,The Persistence of Memory,-0.6304019461527285,It makes me feeled somewhat at peace but also uneasy,-0.5180793304285297,-0.3213918463765434,0.24121744547650806,0.41467981886666927,1.6546549632577368,0.08142859787281082,-0.07962783458042252,Bathroom,By yourself,Summer,eggs,The soundtrack would be a wave hitting the ground,1,0,0,0,0,1,0,0,0,0,0,0,1,0
193.0,The Starry Night,0.3144627974953894,worried,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.8094174552553168,0.4655009321838974,-1.0396089481843784,-0.07961931622177934,"Office,Living room,Dining room","Family members,By yourself",Fall,bread,an intense soundtrack ,0,0,1,1,1,1,0,1,0,0,1,0,0,0
193.0,The Water Lily Pond,-0.15796957432866957,Make me feel pretty happy,-0.5180793304285297,1.2189933601853182,0.24121744547650806,-0.28268899932765446,0.4655009321838974,-0.6659297661653153,-0.07961931622177934,"Bedroom,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself","Spring,Summer",Pizza,Like a spring soundtrack,0,1,1,0,0,1,1,1,1,1,0,1,1,0
194.0,The Persistence of Memory,0.7868951693194484,"this is an abnormal painting, makes me feel like time and the clock is melting down, very pathetic and makes me wonder if it is the desert in the background that melts the time or someone else. We can physically melt down clock but not time. ",1.6411208603636653,-0.3213918463765434,-2.17455726966882,0.41467981886666927,-0.32726842186532884,0.4551077798918739,-0.07962672349016471,Bathroom,By yourself,Summer,"it would be a spicy food, like tacos. Because some tacos can be really spicy and hot which makes me unhappy. ","the sound track of clicking sounds, hot wind blowing, maybe some cowboy sounds. ",1,0,0,0,0,1,0,0,0,0,0,0,1,0
194.0,The Starry Night,-0.15796957432866957,"this painting makes me feel a little dissy, even though it is a famous art work it doesn't really bring calm to me. However, it is a very special painting that I will stop by and look at it and try to feel what the painter is trying to express. ",0.9213874634329337,0.4488007569043874,-0.5640407929052679,0.41467981886666927,1.2582702862331236,0.4551077798918739,-0.07962839012555142,"Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Winter,swirling blue berry smoothie bowl because it will just look liek the painting. ,the background music of interstellar ,0,0,1,1,1,1,1,1,1,0,0,0,0,1
194.0,The Water Lily Pond,1.7317599129675663,"I love this painting, this painting gives me the warm, calming, bird chipping, joyful, peaceful and I can feel the sun shining on my body. I feel like I am in the painting, smelling the lotus flower, is a nice sunday afternoon in spring where I am taking a walk in the park, and I saw this view. I feel really relaxing with this painting. ",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.28268899932765446,-0.32726842186532884,0.4551077798918739,-0.07962672349016471,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members",Spring,It would be a matcha and white choclate cheese cake. ,"it would have water pond, frog sounds, bird chipping, wind blowing through trees. ",1,1,1,1,1,0,0,1,1,0,0,1,0,0
195.0,The Persistence of Memory,0.7868951693194484,"Melty, time slipping by",0.201654066502202,-1.0915844496574743,-1.3692990312870437,1.112048637060993,1.6546549632577368,1.5761453259490632,-0.07962672349016471,Dining room,By yourself,Winter,Extremely old wine,A song that makes you feel very aware of the passage of time and forgetting the past,0,0,1,0,0,1,0,0,0,0,0,0,0,1
195.0,The Starry Night,-0.6304019461527285,Very cozy,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,3.240193671356189,0.8287869619109369,-0.07962487167306836,"Bedroom,Office,Living room,Dining room",Family members,"Fall,Winter",Chicken noodle soup,A very calming classical piano melody,0,1,1,1,1,0,0,1,0,0,1,0,0,1
195.0,The Water Lily Pond,0.7868951693194484,"Very peaceful, connected to the Earth",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,1.6546549632577368,0.08142859787281082,-0.07961005713629761,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members",Summer,Salad,A beautifully sylvan melody that reminds you of how nice nature is,1,1,1,1,1,0,0,1,1,0,0,0,1,0
196.0,The Persistence of Memory,0.3144627974953894,This painting feels depressing. I feel like its contents perfectly embody nihilism. It makes me feel like there is no hope in the future.,1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.08142859787281082,-0.0796239457645202,Office,"Friends,Coworkers/Classmates",Spring,Spaghetti,A slow song with a soft violin in the background and ambient background noises.,0,0,0,0,1,0,1,0,1,0,0,1,0,0
196.0,The Starry Night,1.2593275411435074,"It makes me feel a bit chaotic, as though I were in a fever dream or drunk. It feels very whimsical.",-0.5180793304285297,0.4488007569043874,-0.5640407929052679,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07962116803887569,Living room,"Family members,By yourself",Summer,Macaron,A classical song with a violin and trombone in the background paced somewhat faster than the average song.,0,0,0,1,0,1,0,1,0,0,0,0,1,0
196.0,The Water Lily Pond,0.7868951693194484,This painting makes me feel at peace and relaxed. It makes me feel like I have nothing to worry about and that I should take things slow.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962255690169794,Living room,"Friends,Strangers",Spring,Lotus cookie,"A slow, but uplifting oriental song with the flute and the piano.",0,0,0,1,0,0,0,0,1,1,0,1,0,0
197.0,The Persistence of Memory,0.3144627974953894,We all have memories that we are unable to forget no matter how much time has passed. The painting makes me think of what is my persistence memory? is it a bad memory that i am still trapped or a good one that i cherish dearly? the painting illustrated the time as it is thinning so much that it can sit on the thin branch of tree ,0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,0.4551077798918739,-0.0796283530892095,Office,By yourself,Fall,steamed dumplings,time is flipping away and the people we shared the memories may not be present with us but the memories are still there,0,0,0,0,1,1,0,0,0,0,1,0,0,0
197.0,The Starry Night,1.2593275411435074,anxious depressed,1.6411208603636653,-1.0915844496574743,-2.17455726966882,1.8094174552553168,-0.32726842186532884,-0.6659297661653153,-0.0796285567890901,Living room,Family members,Winter,spicy chicken,personal struggles with mental health,0,0,0,1,0,0,0,1,0,0,0,0,0,1
197.0,The Water Lily Pond,0.3144627974953894,"sunny day, fresh air, i can even smell the air",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,-0.6659297661653153,-0.07962579758161654,"Living room,Dining room",Family members,Summer,fish and chips,"relief from the real world, here comes the sun, no matter what happens the sun will always be up there",0,0,1,1,0,0,0,1,0,0,0,0,1,0
198.0,The Persistence of Memory,0.7868951693194484,"This painting makes me feel quietly uneasy, but also strangely calm. The melting clocks give me that sinking, dreamlike feeling of time slipping away, like minutes and hours aren’t solid anymore. It reminds me of those moments when you’re exhausted or stressed and the day blurs together—time feels stretchy, unreal, and hard to control.

 ",0.9213874634329337,0.4488007569043874,1.046475683858284,1.112048637060993,1.2582702862331236,0.4551077798918739,-0.07944339359762657,Office,Family members,Fall,slightly-melted ice cream,"It would sound like a slow, dream-bent ambient track that barely moves forward—more like it floats",0,0,0,0,1,0,0,1,0,0,1,0,0,0
198.0,The Starry Night,1.7317599129675663,"This painting makes me feel wide awake and emotional at the same time—like my thoughts are moving fast, but there’s also a deep calm underneath.

 ",0.201654066502202,0.4488007569043874,1.046475683858284,-0.9800578175219782,6.411271087553093,0.08142859787281082,0.0870349633637801,Living room,"Friends,Family members,By yourself",Summer,It would be blueberry lemon cheesecake,"It would be a soaring, spinning piece of music that feels both emotional and unstoppable.",0,0,0,1,0,1,0,1,1,0,0,0,1,0
198.0,The Water Lily Pond,-0.6304019461527285,"This one makes me feel peaceful and refreshed, like my brain finally got a chance to breathe.

 ",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,10.375117857799225,-0.6659297661653153,-0.07953598445244381,Bedroom,Family members,Spring,It would be a fresh fruit tart with pistachio cream.,"It would feel like quiet happiness, the kind that doesn’t need words.",0,1,0,0,0,0,0,1,0,0,0,1,0,0
199.0,The Persistence of Memory,0.3144627974953894,"Nostalgic, aging, temporary",0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,-0.32726842186532884,0.08142859787281082,-0.07961931622177934,"Living room,Dining room",By yourself,Summer,Fruit bowl,"Ambient noises, wind, nature noises",0,0,1,1,0,1,0,0,0,0,0,0,1,0
199.0,The Starry Night,-0.15796957432866957,"Tired, isolated",1.6411208603636653,-1.861777052938405,-0.5640407929052679,1.112048637060993,-0.7236530988899419,-0.6659297661653153,-0.0796285567890901,"Bedroom,Living room",Friends,"Spring,Winter",Clam chowder,"Calm, electronic music",0,1,0,1,0,0,0,0,1,0,0,1,0,1
199.0,The Water Lily Pond,-0.15796957432866957,Energized,-1.2378127273592614,0.4488007569043874,-1.3692990312870437,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962301985597203,"Bedroom,Office",Strangers,Spring,Charcuterie board,"Birds, bright-sounding music",0,1,0,0,1,0,0,0,0,1,0,1,0,0
200.0,The Persistence of Memory,0.7868951693194484,Warm,0.9213874634329337,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,0.4655009321838974,0.08142859787281082,-0.07962857530726106,"Office,Living room",By yourself,Summer,Pancake,Sombre,0,0,0,1,1,1,0,0,0,0,0,0,1,0
200.0,The Starry Night,-0.15796957432866957,Cold,0.201654066502202,-1.0915844496574743,-0.5640407929052679,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07962857530726106,Living room,By yourself,Summer,Pizza,Sombre,0,0,0,1,0,1,0,0,0,0,0,0,1,0
200.0,The Water Lily Pond,0.7868951693194484,Cozy,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07962857530726106,Living room,By yourself,Spring,Salad,Playful,0,0,0,1,0,1,0,0,0,0,0,1,0,0
201.0,The Persistence of Memory,0.3144627974953894,"It makes me feel slightly weird and uneasy, and reflective, as if time has slowed down and reality feels uncertain.",0.9213874634329337,-1.0915844496574743,-2.17455726966882,1.8094174552553168,0.06911625515928428,2.6971828720062523,-0.07961005713629761,Living room,By yourself,Summer,Melted cheese,The footsteps of a high school teacher in the back of the classroom,0,0,0,1,0,1,0,0,0,0,0,0,1,0
201.0,The Starry Night,-0.6304019461527285,It makes me feel comfortable and calm and a bit dizzy.,-0.5180793304285297,-0.3213918463765434,0.24121744547650806,-0.28268899932765446,0.06911625515928428,-0.6659297661653153,-0.07944339359762657,"Bedroom,Bathroom","Friends,Family members",Winter,Ice cream,Classic music,1,1,0,0,0,0,0,1,1,0,0,0,0,1
201.0,The Water Lily Pond,-1.5752666898008465,It makes me relaxed and peaceful without any sense of urgency and pressure.,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.7236530988899419,0.08142859787281082,-0.07944339359762657,"Bedroom,Living room,Dining room","Family members,By yourself",Summer,Tea,Bird song,0,1,1,1,0,1,0,1,0,0,0,0,1,0
202.0,The Persistence of Memory,0.3144627974953894,I feel sadness and doom because the painting describes time slipping away in the foreground while a beautiful sunrise or sunset is appearing on the horizon. ,1.6411208603636653,-1.861777052938405,-2.17455726966882,1.8094174552553168,0.06911625515928428,0.4551077798918739,-0.07962820494384179,Office,"Strangers,By yourself",Spring,Lemon,Catholic classical orchestral melody with church choir singing and lots of dynamics. ,0,0,0,0,1,1,0,0,0,1,0,1,0,0
202.0,The Starry Night,-1.5752666898008465,"I feel at peace, wondrous, and infinite. ",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07962764939871289,"Bedroom,Living room,Dining room","Friends,Family members,By yourself",Winter,Spaghetti,Relaxing staccato chimes and piano melody that lull you to sleep. ,0,1,1,1,0,1,0,1,1,0,0,0,0,1
202.0,The Water Lily Pond,-2.0476990616249053,"I feel fresh, warm, and excited for what is yet to come.  ",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07962811235298697,"Bathroom,Living room","Friends,Family members,By yourself",Spring,Strawberry,Soft energetic strumming on a guitar with ethereal singing. ,1,0,0,1,0,1,0,1,1,0,0,1,0,0
203.0,The Persistence of Memory,0.3144627974953894,"The painting makes me feel a sense of exhaustion, gloom, nervousness and sadness.",1.6411208603636653,-1.861777052938405,-1.3692990312870437,1.112048637060993,0.8618856092085105,1.20246614393,-0.07962672349016471,Office,By yourself,Winter,A cold bowl of ground beef and rice,"A string quartet that plays mostly dissonant sounds, with hints of happy harmony here and there, but still mostly negative sound.",0,0,0,0,1,1,0,0,0,0,0,0,0,1
203.0,The Starry Night,-0.6304019461527285,The painting makes me feel like I am sitting in front of a warm campfire during the winter.,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.28268899932765446,0.06911625515928428,0.08142859787281082,-0.07962116803887569,"Bedroom,Living room","Friends,Family members,By yourself",Winter,A warm bowl of dumpling soup.,"A melodic guitar piece with a warm melody, but with a series of sad notes at the end.",0,1,0,1,0,1,0,1,1,0,0,0,0,1
203.0,The Water Lily Pond,0.7868951693194484,I feel warmth and tranquility with hints of childlike excitement.,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.0796239457645202,"Bathroom,Living room,Dining room","Family members,By yourself",Spring,A pepperoni pizza.,A piano melody full of consonance and happy chords.,1,0,1,1,0,1,0,1,0,0,0,1,0,0
204.0,The Persistence of Memory,0.3144627974953894,"This painting evokes a sense of unease and contemplation. The strange, melting objects create a dreamlike atmosphere that feels both fascinating and slightly disturbing. It makes me feel like time itself is bending and becoming unreliable, which creates a reflective mood about the nature of reality and perception.",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.4655009321838974,0.8287869619109369,-0.07870266675908862,Living room,Friends,Summer,"Melted cheese on toast - something that's transformed from its original form into something droopy and soft, with warm golden colors that mirror the painting's palette.","A slow, ambient piece with echoing piano notes that seem to stretch and distort. Occasional deep, resonant tones create a sense of vast emptiness, while gentle synthesizer waves suggest something gradually softening and dissolving. The tempo would be unhurried, almost as if time itself is moving differently.",0,0,0,1,0,0,0,0,1,0,0,0,1,0
204.0,The Starry Night,0.7868951693194484,"This painting fills me with a sense of wonder and awe. The swirling movement in the sky creates a feeling of energy and dynamism, almost as if the universe is alive and breathing. It's both peaceful and exhilarating at the same time - the quiet village below contrasts beautifully with the turbulent, magical sky above.",-0.5180793304285297,0.4488007569043874,-0.5640407929052679,-0.28268899932765446,0.06911625515928428,1.20246614393,-0.07823971248500239,Bedroom,Family members,Winter,"Blueberry pie with whipped cream and a dusting of golden sugar stars - rich, deep blue swirls with bright yellow accents, both comforting and magical.","A sweeping orchestral piece that builds from soft, peaceful strings into a magnificent crescendo. Violins swirl upward in spiraling phrases, with bright brass punctuating moments of wonder. The music has a sense of movement and energy, yet underlying it all is a gentle, comforting melody that evokes quiet contemplation of something vast and beautiful.",0,1,0,0,0,0,0,1,0,0,0,0,0,1
204.0,The Water Lily Pond,-0.6304019461527285,"This painting makes me feel profoundly peaceful and relaxed. The soft, dappled colors and gentle reflections in the water create a meditative atmosphere. Looking at it feels like taking a deep breath of fresh garden air. It evokes a sense of harmony with nature and a desire to sit quietly and enjoy the simple beauty of the natural world.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.06911625515928428,0.08142859787281082,-0.07851748504945412,Living room,By yourself,Summer,"Fresh garden salad with edible flowers - light, refreshing, and full of natural greens with delicate pops of color, evoking the same sense of tranquility and connection to nature.","A gentle, impressionistic piece featuring soft harp arpeggios and delicate flute melodies drifting over barely audible sounds of nature. The music would flow like water, with peaceful woodwinds creating a sense of dappled sunlight. Occasional quiet moments of silence add to the meditative quality, inviting the listener to simply breathe and be present.",0,0,0,1,0,1,0,0,0,0,0,0,1,0
205.0,The Persistence of Memory,0.3144627974953894,"unsettled and uneasy and a certain strangeness, but also serene and peaceful. There is also a sense of sleepiness and passage of time.",0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.8094174552553168,0.4655009321838974,1.20246614393,-0.07961931622177934,Bedroom,By yourself,Fall,Meat stew,Slow tempo and somber but warm low strings with occasional dissonant and creepy higher strings. ,0,1,0,0,0,1,0,0,0,0,1,0,0,0
205.0,The Starry Night,0.7868951693194484,Content and grateful for the world and peaceful. Makes me appreciate the world as is and find beauty in it.,-0.5180793304285297,1.2189933601853182,0.24121744547650806,-0.9800578175219782,0.4655009321838974,-0.29225058414625227,-0.07944339359762657,"Bedroom,Living room","Friends,Family members",Winter,Blueberry vanilla cake,"Wandering gentle flute melody beneath warm orchestral string swells, with no predictable rhythm or phrasing for the melody. Also have fluttering and soft piano arpeggios and runs that come in and out",0,1,0,1,0,0,0,1,1,0,0,0,0,1
205.0,The Water Lily Pond,-0.15796957432866957,at peace and warm. Happy and playful with child-like joy,-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07948042993955347,"Office,Living room,Dining room","Strangers,By yourself",Summer,Fruit custard / danish,Folky song with occasional fast fluttering runs on the flute and piano and happy and warm accompaniment on folk guitar with simple and fast percussion. Warm and excited female vocalist sings.,0,0,1,1,1,1,0,0,0,1,0,0,1,0
206.0,The Persistence of Memory,1.2593275411435074,"It leaves me feeling hollow, contemplating the nature of time and those imperfect pasts. Reflecting on how they fade within time and eventually melt together.",1.6411208603636653,-0.3213918463765434,0.24121744547650806,1.8094174552553168,-0.32726842186532884,1.20246614393,-0.07962672349016471,Bedroom,By yourself,Fall,Dried bread,"The soundtrack features monochromatic music with repetitive rhythms and melodies, punctuated by occasional dissonance after a few notes. Overall, it conveys a sense of vastness and desolation.",0,1,0,0,0,1,0,0,0,0,1,0,0,0
206.0,The Starry Night,1.2593275411435074,"I felt the grandeur, the rhythm of celestial bodies, and the passage of time. It captured the beauty of the stars' movement. The colors are harmoniously applied, instantly immersing you in the scene.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.06111040434381204,"Bedroom,Living room","Friends,By yourself","Summer,Winter",Cake,"The soundtrack carries a cool undertone while radiating a warm power. It draws our attention to that place where, sitting there, I can hear the wind and feel time shifting. It resembles natural sounds, tinged with just a hint of human noise.",0,1,0,1,0,1,0,0,1,0,0,0,1,1
206.0,The Water Lily Pond,-0.6304019461527285,"A tranquil, natural, and leisurely life in my twilight years. In a secluded garden, on a lazy afternoon, I caught a glimpse of it, and so it remained etched in my memory",-1.2378127273592614,-0.3213918463765434,-0.5640407929052679,-0.9800578175219782,-0.32726842186532884,0.08142859787281082,-0.07777675821091616,"Office,Living room,Dining room","Family members,By yourself","Spring,Summer",Peppermint water," Ambient music, featuring gentle water flow and wind sounds. Includes the rustling of plants swaying in the breeze and the chirping of insects.",0,0,1,1,1,1,0,1,0,0,0,1,1,0
207.0,The Persistence of Memory,0.3144627974953894,"it feels calm and a little desolate with all the empty space, but also a bit unusual since it is not an image typically seen in our real world",0.9213874634329337,-0.3213918463765434,1.046475683858284,1.112048637060993,0.06911625515928428,0.4551077798918739,-0.07962718644443881,"Living room,Dining room","Family members,Coworkers/Classmates","Summer,Winter",roasted duck,"it would be slow and gradually getting louder, played with maybe a piano",0,0,1,1,0,0,1,1,0,0,0,0,1,1
